person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
39,92924,OWN,0.4,DEBTCONSOLIDATION,B,13244,5.6,0.2,N,21,0
22,44332,OTHER,0.6,VENTURE,C,2049,20.82,0.14,N,10,0
36,61737,OTHER,4.5,VENTURE,C,15585,14.72,0.41,N,19,0
31,104031,OWN,1.0,VENTURE,B,21345,22.91,0.61,N,5,0
64,88970,RENT,,EDUCATION,A,15236,12.25,0.18,Y,12,1
20,66952,RENT,3.6,HOMEIMPROVEMENT,D,3029,22.43,0.75,N,28,0
36,35991,RENT,1.0,EDUCATION,B,27432,16.35,0.14,N,19,0
22,42472,MORTGAGE,2.6,PERSONAL,C,8851,14.52,0.46,N,22,0
45,74946,MORTGAGE,2.1,EDUCATION,C,11500,10.79,0.64,N,4,1
34,41849,OTHER,8.3,VENTURE,E,23449,20.09,0.18,Y,5,1
55,16541,MORTGAGE,0.1,MEDICAL,D,28069,20.15,0.25,N,10,0
51,17765,RENT,9.0,PERSONAL,A,19818,12.82,0.04,N,14,0
51,58074,OWN,4.2,DEBTCONSOLIDATION,D,19195,18.35,0.78,N,16,0
23,117795,MORTGAGE,5.4,MEDICAL,G,15668,13.36,0.4,N,11,1
37,44283,MORTGAGE,0.0,PERSONAL,B,21212,18.57,0.05,Y,28,0
38,116387,RENT,4.0,PERSONAL,F,20000,23.1,0.69,N,22,1
62,115161,MORTGAGE,3.6,VENTURE,C,4247,10.07,0.47,N,10,0
54,15769,OTHER,3.1,DEBTCONSOLIDATION,B,23708,16.69,0.05,N,17,0
59,32806,OWN,6.2,EDUCATION,B,34727,12.16,0.37,N,17,0
33,105518,RENT,3.2,DEBTCONSOLIDATION,C,4930,15.16,0.36,N,14,0
52,17972,OTHER,7.8,VENTURE,A,19335,20.96,0.12,Y,6,0
33,33256,RENT,1.1,VENTURE,A,29427,11.59,0.35,N,11,0
53,118903,OTHER,6.6,VENTURE,A,9463,6.69,0.23,N,26,0
23,33653,OWN,0.8,MEDICAL,B,21925,19.62,0.58,N,25,0
43,118579,OWN,6.7,DEBTCONSOLIDATION,B,17995,15.28,0.0,N,2,1
48,101669,OTHER,11.3,DEBTCONSOLIDATION,C,13098,13.4,0.09,N,4,0
38,54339,OTHER,1.6,PERSONAL,B,10286,8.66,0.76,Y,22,0
25,40757,OTHER,3.0,HOMEIMPROVEMENT,G,11421,7.05,0.36,N,29,1
52,118376,OTHER,4.3,EDUCATION,B,30753,10.36,0.15,N,4,0
59,57399,OTHER,0.3,VENTURE,B,20469,18.2,0.66,N,11,0
38,59013,OTHER,2.7,DEBTCONSOLIDATION,A,24485,12.73,0.71,Y,18,1
20,112605,OWN,1.8,DEBTCONSOLIDATION,B,11520,15.55,0.18,N,28,0
24,29706,OTHER,8.2,PERSONAL,A,29961,6.86,0.59,N,19,0
46,53231,MORTGAGE,8.4,EDUCATION,C,14852,7.59,0.51,N,14,0
35,42909,OWN,4.8,HOMEIMPROVEMENT,D,15844,5.6,0.62,N,3,0
25,91631,RENT,4.3,HOMEIMPROVEMENT,A,13625,17.38,0.65,Y,17,0
59,72572,OWN,5.3,VENTURE,B,19702,10.11,0.55,N,5,0
32,100879,RENT,1.8,HOMEIMPROVEMENT,A,1209,22.61,0.79,N,23,0
54,78767,RENT,2.1,HOMEIMPROVEMENT,D,7492,10.89,0.72,Y,19,1
38,41469,MORTGAGE,3.2,EDUCATION,D,34006,11.87,0.19,N,15,0
31,16313,OTHER,11.1,EDUCATION,A,26854,13.76,0.76,N,7,0
35,22847,OTHER,5.1,VENTURE,B,13733,11.08,0.3,N,12,0
62,65222,OWN,3.2,DEBTCONSOLIDATION,F,5090,19.95,0.6,N,18,0
29,89702,OTHER,5.9,PERSONAL,B,29206,21.0,0.7,N,9,1
44,24930,MORTGAGE,1.9,VENTURE,C,14218,5.6,0.36,N,4,0
39,18285,OWN,5.2,MEDICAL,B,22971,17.05,0.04,N,25,1
50,50863,OWN,2.1,HOMEIMPROVEMENT,C,13605,17.61,0.79,N,4,0
23,31704,OWN,1.3,PERSONAL,F,5581,22.51,0.06,N,18,1
63,33705,OTHER,3.8,DEBTCONSOLIDATION,G,27218,11.99,0.29,N,5,1
42,15555,OTHER,4.6,DEBTCONSOLIDATION,D,20884,8.88,0.5,N,20,0
21,36323,OTHER,2.5,EDUCATION,B,5045,14.67,0.1,N,9,0
41,85968,OWN,3.3,MEDICAL,B,5839,13.37,0.7,N,18,0
56,81922,OWN,4.7,DEBTCONSOLIDATION,B,15853,19.49,0.17,N,26,0
27,68915,RENT,5.8,MEDICAL,G,26876,21.49,0.82,N,28,0
26,25619,RENT,9.0,HOMEIMPROVEMENT,D,28528,6.94,0.76,N,26,0
33,87390,OTHER,1.8,EDUCATION,B,19600,20.47,0.5,N,23,0
22,74274,OWN,12.1,PERSONAL,A,4802,21.58,0.55,Y,6,0
35,88173,OTHER,4.1,EDUCATION,C,2309,21.85,0.44,N,12,0
38,36225,OTHER,6.2,HOMEIMPROVEMENT,G,29417,19.0,0.32,N,13,1
37,41739,RENT,4.8,DEBTCONSOLIDATION,C,6330,18.61,0.29,N,22,0
35,62708,MORTGAGE,0.9,MEDICAL,A,18881,5.67,0.74,N,16,0
27,68019,OTHER,0.3,HOMEIMPROVEMENT,A,2630,21.78,0.48,N,13,0
52,91154,MORTGAGE,5.2,DEBTCONSOLIDATION,B,4912,11.66,0.68,Y,23,0
31,117097,MORTGAGE,2.9,VENTURE,E,11384,6.13,0.43,N,8,0
30,22373,OWN,4.8,MEDICAL,G,24632,12.75,0.25,N,25,0
24,50281,OWN,2.6,HOMEIMPROVEMENT,F,23207,18.44,0.08,N,4,0
46,35187,OTHER,1.5,PERSONAL,D,30978,13.27,0.27,N,11,0
31,82863,RENT,1.3,PERSONAL,C,7245,18.89,0.73,Y,17,0
36,112927,RENT,5.2,DEBTCONSOLIDATION,C,34823,14.47,0.59,N,2,0
25,99085,OTHER,,DEBTCONSOLIDATION,C,12382,10.73,0.65,N,22,0
52,54220,OTHER,5.0,PERSONAL,D,12264,9.01,0.64,N,12,0
24,22642,RENT,1.9,VENTURE,B,25065,12.9,0.1,Y,18,0
47,94971,MORTGAGE,5.9,EDUCATION,C,4943,6.04,0.13,N,15,1
33,70556,OTHER,0.6,PERSONAL,A,14083,12.92,0.26,N,19,0
24,48760,MORTGAGE,0.9,DEBTCONSOLIDATION,B,10636,6.62,0.25,N,13,0
52,53192,OTHER,4.6,DEBTCONSOLIDATION,D,21723,21.01,0.05,N,17,0
60,19381,OTHER,3.3,VENTURE,E,20842,15.64,0.13,N,9,0
38,111583,MORTGAGE,0.9,PERSONAL,C,10376,16.9,0.71,N,4,0
41,34558,MORTGAGE,9.3,VENTURE,A,1246,10.54,0.49,N,12,0
24,45782,RENT,1.3,PERSONAL,E,24830,9.42,0.28,N,27,0
21,19782,OTHER,2.2,EDUCATION,D,14552,18.0,0.44,N,16,0
49,106417,OWN,0.9,HOMEIMPROVEMENT,B,33076,17.35,0.22,N,5,0
58,69712,OWN,2.0,PERSONAL,C,29106,7.58,0.48,Y,28,0
23,109945,OTHER,2.7,HOMEIMPROVEMENT,B,31501,9.65,0.06,N,17,0
52,34462,OTHER,1.4,PERSONAL,B,9710,22.25,0.75,N,23,1
32,75030,OTHER,5.9,EDUCATION,E,15579,10.81,0.2,Y,25,0
39,83519,MORTGAGE,2.0,DEBTCONSOLIDATION,A,27654,5.86,0.68,N,18,0
26,71411,OWN,5.2,HOMEIMPROVEMENT,A,29187,6.54,0.55,N,15,0
34,70206,OWN,,VENTURE,A,7648,19.2,0.43,N,3,0
42,112469,OWN,1.9,PERSONAL,B,13355,18.88,0.77,Y,28,0
33,61950,OTHER,0.0,DEBTCONSOLIDATION,A,29016,12.2,0.13,N,23,1
42,17523,MORTGAGE,5.7,PERSONAL,A,15973,8.13,0.1,N,16,0
38,75926,OTHER,3.9,VENTURE,A,30785,,0.27,N,25,0
48,24677,RENT,6.8,EDUCATION,A,23057,11.31,0.69,N,29,0
39,90828,RENT,2.4,MEDICAL,B,14719,12.06,0.03,Y,9,0
48,30089,OWN,6.4,PERSONAL,A,34970,10.05,0.2,N,14,0
43,19581,OTHER,4.2,VENTURE,C,6824,6.52,0.35,N,4,0
37,26907,RENT,0.0,MEDICAL,C,20757,19.48,0.59,N,5,0
29,20609,RENT,1.2,PERSONAL,A,8813,16.4,0.25,N,27,0
60,66153,OTHER,2.7,HOMEIMPROVEMENT,C,26552,20.26,0.37,N,5,0
27,65539,MORTGAGE,3.9,DEBTCONSOLIDATION,G,25103,14.36,0.28,N,5,0
45,59143,OTHER,0.3,DEBTCONSOLIDATION,F,22262,22.93,0.08,N,3,0
48,37936,OTHER,4.9,VENTURE,A,19008,22.53,0.61,N,14,0
29,65182,MORTGAGE,3.1,HOMEIMPROVEMENT,D,17315,10.24,0.38,N,23,0
36,114524,OWN,3.0,EDUCATION,B,5474,12.29,0.67,N,9,0
21,110042,OWN,1.4,MEDICAL,A,20661,18.8,0.58,Y,10,0
25,28163,OWN,3.6,VENTURE,B,30230,19.22,0.05,N,2,0
24,74758,MORTGAGE,0.1,PERSONAL,B,13223,21.61,0.42,N,2,0
47,61057,RENT,0.3,DEBTCONSOLIDATION,C,15973,17.02,0.82,N,10,0
60,27537,MORTGAGE,5.3,PERSONAL,C,1585,13.86,0.26,Y,12,0
24,37419,OTHER,,MEDICAL,D,23079,12.12,0.41,N,17,0
37,57578,MORTGAGE,1.7,HOMEIMPROVEMENT,A,23143,12.86,0.54,Y,5,0
45,89991,RENT,0.9,HOMEIMPROVEMENT,B,27170,20.54,0.17,N,16,0
39,89599,RENT,2.4,VENTURE,B,19369,22.84,0.58,N,28,0
60,15834,OTHER,0.2,VENTURE,B,16271,6.32,0.55,N,8,1
46,47214,OWN,1.4,HOMEIMPROVEMENT,G,10846,15.73,0.31,Y,3,0
31,107934,RENT,3.0,VENTURE,D,21962,14.66,0.24,N,11,0
26,115028,RENT,2.5,HOMEIMPROVEMENT,F,19932,12.1,0.76,N,18,0
22,17413,RENT,32.1,MEDICAL,C,13674,20.56,0.11,N,12,1
29,24505,OTHER,2.0,VENTURE,B,17683,15.65,0.36,N,24,0
53,117802,RENT,2.0,HOMEIMPROVEMENT,B,30197,10.97,0.64,N,23,0
44,17105,OWN,2.8,VENTURE,B,6111,13.31,0.12,N,20,0
54,83104,OTHER,0.8,PERSONAL,B,22893,11.75,0.77,N,11,0
35,73408,OWN,8.4,DEBTCONSOLIDATION,D,26371,13.06,0.44,N,5,0
21,52679,RENT,3.4,PERSONAL,B,5763,6.67,0.42,N,14,1
43,114096,RENT,0.9,EDUCATION,B,22454,7.39,0.35,N,2,0
29,94731,OWN,6.3,HOMEIMPROVEMENT,D,12496,16.5,0.72,N,8,0
57,80131,OTHER,0.1,EDUCATION,E,11305,17.58,0.79,N,10,1
41,79280,OTHER,16.2,HOMEIMPROVEMENT,B,9607,16.73,0.32,N,2,0
45,30762,OWN,8.0,DEBTCONSOLIDATION,C,10967,18.98,0.45,N,19,0
62,73703,RENT,3.5,VENTURE,A,21524,22.19,0.26,N,19,0
58,96434,MORTGAGE,0.5,HOMEIMPROVEMENT,C,19179,20.72,0.31,N,17,0
46,78079,OWN,1.0,PERSONAL,A,12770,12.85,0.02,N,23,0
48,36577,OWN,1.3,VENTURE,A,18315,9.27,0.65,N,17,0
57,16214,OWN,1.1,DEBTCONSOLIDATION,C,22056,10.95,0.8,N,6,0
39,101339,RENT,2.8,PERSONAL,B,14387,15.86,0.64,N,15,0
46,63114,OTHER,11.6,VENTURE,D,24425,20.64,0.43,N,23,0
60,104234,RENT,2.3,HOMEIMPROVEMENT,E,12824,17.89,0.69,Y,2,0
39,78230,OWN,4.3,HOMEIMPROVEMENT,A,1223,15.07,0.71,N,7,0
63,47980,RENT,4.7,PERSONAL,D,34815,16.11,0.45,N,28,1
38,82194,RENT,8.2,MEDICAL,C,8775,14.8,0.78,N,7,0
39,92806,OWN,0.1,HOMEIMPROVEMENT,A,13905,22.69,0.03,N,24,0
54,52792,RENT,2.1,MEDICAL,C,1865,19.93,0.01,N,13,0
21,60807,MORTGAGE,6.1,VENTURE,C,27838,19.31,0.07,N,19,0
49,37301,RENT,6.7,MEDICAL,C,4353,14.61,0.05,N,23,0
53,20141,RENT,10.5,PERSONAL,E,5182,11.31,0.35,N,10,1
41,119292,OTHER,4.9,EDUCATION,C,6460,5.75,0.78,N,17,0
22,28777,OTHER,1.1,EDUCATION,G,25227,6.17,0.56,N,16,0
25,53346,OWN,2.8,PERSONAL,C,24573,5.94,0.55,N,26,0
34,69703,OWN,0.1,EDUCATION,A,22041,22.85,0.32,N,3,0
46,109977,OTHER,4.2,PERSONAL,B,20382,7.44,0.44,N,6,0
29,62819,MORTGAGE,3.2,HOMEIMPROVEMENT,A,2067,7.93,0.25,N,24,0
28,43469,RENT,4.4,MEDICAL,C,25287,14.02,0.43,Y,22,1
52,18845,MORTGAGE,10.6,EDUCATION,C,23553,13.97,0.62,N,14,0
51,38290,MORTGAGE,4.6,HOMEIMPROVEMENT,B,27255,21.78,0.46,N,20,0
25,45699,OTHER,1.5,EDUCATION,A,28299,6.71,0.35,N,2,0
60,59252,OWN,0.9,VENTURE,B,10218,22.44,0.7,N,17,0
55,113682,RENT,7.7,PERSONAL,A,24040,9.25,0.24,N,8,0
21,18293,OWN,0.9,PERSONAL,C,25597,22.67,0.4,N,14,0
48,72089,MORTGAGE,0.7,HOMEIMPROVEMENT,D,23401,15.04,0.81,N,25,0
23,31608,MORTGAGE,0.9,VENTURE,F,29022,17.01,0.8,Y,23,1
20,81273,OWN,2.8,MEDICAL,A,12172,11.02,0.01,Y,17,0
38,31619,OWN,0.5,VENTURE,C,7674,16.29,0.44,N,29,0
45,93006,OTHER,11.1,VENTURE,C,18603,18.05,0.28,Y,13,1
44,102908,OWN,13.6,DEBTCONSOLIDATION,E,8561,5.58,0.24,N,8,0
29,96653,OWN,14.6,MEDICAL,C,20898,6.01,0.49,N,26,0
34,29779,OTHER,0.2,MEDICAL,A,33126,22.96,0.37,N,15,0
41,66040,OWN,11.7,VENTURE,B,13765,13.54,0.61,N,19,0
40,109830,MORTGAGE,23.8,EDUCATION,C,34146,22.06,0.02,N,22,0
41,71325,OWN,11.4,DEBTCONSOLIDATION,D,29972,18.39,0.77,Y,20,1
55,36630,RENT,4.4,EDUCATION,E,18493,12.04,0.47,N,29,1
53,27178,MORTGAGE,4.8,VENTURE,A,7214,8.08,0.57,N,14,0
49,34935,OTHER,0.5,EDUCATION,F,30267,22.81,0.5,N,3,0
44,62258,MORTGAGE,8.3,MEDICAL,A,19332,15.8,0.82,N,20,0
64,37784,OTHER,0.2,MEDICAL,G,13249,8.82,0.82,Y,5,0
47,78722,RENT,1.5,EDUCATION,E,16388,17.53,0.51,N,15,1
20,38027,RENT,18.9,MEDICAL,C,16520,7.04,0.57,N,3,1
64,111544,MORTGAGE,2.2,PERSONAL,D,8263,20.85,0.51,N,19,0
23,72853,OWN,0.6,MEDICAL,A,33351,7.0,0.26,N,25,0
26,82359,MORTGAGE,13.9,VENTURE,A,16525,9.6,0.16,N,20,0
28,87388,MORTGAGE,16.6,HOMEIMPROVEMENT,A,26515,7.03,0.33,N,20,0
55,93608,RENT,0.8,EDUCATION,A,15931,7.25,0.57,N,5,0
38,91669,OTHER,8.0,DEBTCONSOLIDATION,C,19552,14.72,0.05,Y,28,1
20,30111,MORTGAGE,2.0,EDUCATION,A,31492,17.63,0.43,N,22,0
29,47312,OWN,1.9,MEDICAL,E,7072,19.43,0.34,N,20,0
55,39161,RENT,1.2,MEDICAL,B,17132,17.77,0.44,N,23,0
28,119823,MORTGAGE,0.2,HOMEIMPROVEMENT,C,8310,11.87,0.71,N,27,0
64,82313,MORTGAGE,1.2,HOMEIMPROVEMENT,C,13174,15.32,0.04,N,4,0
61,65374,OWN,0.2,DEBTCONSOLIDATION,B,8380,21.91,0.63,N,9,0
51,39014,MORTGAGE,10.3,VENTURE,A,13150,12.3,0.55,N,5,0
51,95308,MORTGAGE,4.3,PERSONAL,B,2306,9.89,0.17,N,22,0
25,61389,MORTGAGE,8.7,VENTURE,D,25371,14.64,0.61,N,4,0
57,33161,MORTGAGE,5.1,DEBTCONSOLIDATION,C,5993,10.69,0.41,N,6,0
36,22490,OWN,0.6,EDUCATION,B,33048,10.06,0.4,N,12,0
29,39502,MORTGAGE,11.3,MEDICAL,D,5150,19.26,0.4,N,24,0
46,50757,MORTGAGE,9.2,VENTURE,A,16725,21.26,0.79,N,20,0
54,56111,MORTGAGE,1.7,MEDICAL,C,1292,14.34,0.78,N,20,0
40,113273,RENT,0.5,MEDICAL,B,30303,19.28,0.76,N,18,0
44,98245,OWN,4.9,VENTURE,D,34357,8.73,0.74,N,3,0
47,73645,RENT,5.2,VENTURE,E,21381,15.15,0.03,N,21,0
34,74055,RENT,9.1,HOMEIMPROVEMENT,D,34057,16.72,0.33,N,29,1
23,23998,OWN,0.2,DEBTCONSOLIDATION,B,4694,14.13,0.74,Y,10,0
48,43906,RENT,0.6,DEBTCONSOLIDATION,A,13058,7.48,0.63,N,4,0
28,116026,RENT,3.6,PERSONAL,D,26874,18.47,0.38,N,11,0
46,85192,RENT,3.9,HOMEIMPROVEMENT,B,21341,20.34,0.64,Y,22,0
45,65477,OWN,0.1,PERSONAL,A,13975,16.71,0.17,N,10,0
38,51901,MORTGAGE,2.0,VENTURE,D,7171,8.41,0.5,N,21,0
47,106271,OTHER,3.5,DEBTCONSOLIDATION,B,32264,6.73,0.44,N,5,0
36,67021,OTHER,5.4,DEBTCONSOLIDATION,A,6461,10.77,0.48,N,23,0
62,44092,OWN,1.5,PERSONAL,E,5655,6.06,0.6,N,8,0
60,16242,OTHER,2.6,EDUCATION,B,33581,20.34,0.79,N,13,0
61,16831,OWN,6.7,HOMEIMPROVEMENT,B,732,17.91,0.22,Y,12,0
39,65721,OWN,12.3,HOMEIMPROVEMENT,D,9721,15.43,0.63,N,23,0
64,43511,OTHER,1.0,HOMEIMPROVEMENT,E,24733,21.24,0.54,N,28,0
59,87782,RENT,1.2,DEBTCONSOLIDATION,A,3211,7.36,0.58,N,16,1
58,112003,MORTGAGE,11.2,MEDICAL,C,13031,18.12,0.36,N,21,0
42,33302,OTHER,2.0,DEBTCONSOLIDATION,D,10980,8.01,0.78,N,15,0
51,70568,OTHER,5.1,MEDICAL,A,12691,6.48,0.4,N,8,1
52,18232,OTHER,3.8,DEBTCONSOLIDATION,B,2622,7.77,0.1,N,16,0
24,117062,OTHER,1.3,VENTURE,A,4279,22.33,0.56,N,15,0
62,119301,OWN,4.2,DEBTCONSOLIDATION,D,6154,13.24,0.11,N,29,0
53,66507,OWN,4.3,VENTURE,D,11669,6.27,0.27,N,12,0
59,91508,MORTGAGE,3.6,MEDICAL,A,1672,15.79,0.19,N,11,0
30,115128,MORTGAGE,0.4,HOMEIMPROVEMENT,D,7817,8.95,0.45,N,20,0
22,25683,OTHER,,MEDICAL,D,659,5.52,0.29,Y,4,1
52,38664,OTHER,2.0,PERSONAL,B,2629,18.9,0.13,N,13,0
30,117364,OTHER,4.1,HOMEIMPROVEMENT,C,19962,8.16,0.66,N,14,0
35,48172,MORTGAGE,8.7,DEBTCONSOLIDATION,A,19113,,0.39,N,8,0
37,98641,OTHER,2.2,DEBTCONSOLIDATION,F,3417,15.95,0.38,N,13,0
49,79340,RENT,5.9,DEBTCONSOLIDATION,C,19897,6.95,0.74,N,23,0
29,102236,MORTGAGE,14.3,DEBTCONSOLIDATION,C,26625,9.28,0.45,N,3,0
37,26017,RENT,1.8,DEBTCONSOLIDATION,C,6826,16.27,0.59,N,2,0
57,51613,OTHER,2.1,MEDICAL,C,34847,11.42,0.27,N,7,0
38,101130,OWN,9.4,VENTURE,E,14849,14.87,0.47,N,26,0
55,91920,RENT,0.7,MEDICAL,C,31292,19.63,0.6,N,20,0
32,45348,MORTGAGE,0.1,EDUCATION,E,8402,19.51,0.25,N,26,0
22,31448,RENT,9.6,MEDICAL,C,14533,17.82,0.57,N,7,0
29,24491,MORTGAGE,6.9,HOMEIMPROVEMENT,A,34687,21.17,0.47,N,14,0
57,93648,OTHER,14.4,DEBTCONSOLIDATION,E,4417,8.95,0.36,N,5,0
20,111557,RENT,0.2,MEDICAL,C,28911,8.55,0.59,N,27,1
46,73759,OWN,0.7,VENTURE,C,14706,19.63,0.26,N,27,0
27,59553,RENT,0.4,DEBTCONSOLIDATION,G,13120,11.11,0.59,N,27,1
61,15968,OWN,4.6,PERSONAL,A,12322,14.52,0.46,N,15,0
36,15368,MORTGAGE,3.7,EDUCATION,B,8854,18.64,0.2,N,17,0
28,88960,OTHER,1.8,HOMEIMPROVEMENT,A,25191,12.45,0.55,N,29,0
25,50010,OTHER,0.2,VENTURE,C,24454,7.72,0.73,N,3,0
62,69154,OWN,4.1,EDUCATION,D,5698,17.49,0.26,N,10,0
44,50851,MORTGAGE,3.4,MEDICAL,F,26546,19.95,0.67,N,14,0
58,40496,OTHER,0.5,EDUCATION,B,22886,5.63,0.28,N,22,0
47,45936,MORTGAGE,9.6,DEBTCONSOLIDATION,D,11771,15.41,0.68,N,15,1
52,93858,OWN,0.9,DEBTCONSOLIDATION,E,22026,13.76,0.04,N,15,0
56,82005,OWN,5.4,PERSONAL,C,25757,10.02,0.01,N,6,0
28,52493,RENT,8.7,EDUCATION,A,9360,8.27,0.09,N,3,0
37,84795,OTHER,3.5,EDUCATION,C,27145,8.75,0.73,N,6,0
40,51390,OTHER,1.1,DEBTCONSOLIDATION,F,24689,18.3,0.44,N,7,0
21,25292,RENT,1.5,MEDICAL,G,16262,14.94,0.49,Y,3,1
62,107377,OWN,8.7,MEDICAL,C,1468,22.86,0.7,Y,2,0
57,43365,OWN,1.4,HOMEIMPROVEMENT,E,6300,9.73,0.04,N,17,1
59,32207,OWN,5.5,MEDICAL,A,24729,22.43,0.32,Y,23,0
55,116735,OWN,18.5,EDUCATION,A,31549,14.57,0.53,N,10,0
62,37912,MORTGAGE,34.4,PERSONAL,F,30217,8.0,0.34,N,26,0
56,117455,OTHER,3.0,MEDICAL,A,22267,8.04,0.03,N,15,0
34,117517,OTHER,7.0,DEBTCONSOLIDATION,A,7970,16.23,0.54,N,10,0
47,95771,OWN,18.5,DEBTCONSOLIDATION,B,5319,20.2,0.32,N,6,0
37,71572,OWN,1.9,HOMEIMPROVEMENT,C,22139,18.71,0.02,N,16,0
53,114083,OWN,1.2,HOMEIMPROVEMENT,C,4800,17.07,0.14,N,11,0
41,34276,OTHER,0.5,EDUCATION,B,24293,8.46,0.18,N,16,0
30,112459,OTHER,0.6,MEDICAL,E,11571,7.33,0.42,N,18,0
32,20534,OWN,7.7,MEDICAL,E,4498,5.4,0.15,Y,4,1
23,107005,MORTGAGE,3.6,HOMEIMPROVEMENT,B,5680,7.21,0.3,N,9,0
41,116610,RENT,8.3,MEDICAL,B,13252,19.04,0.62,Y,26,1
26,50670,RENT,6.2,EDUCATION,D,31013,21.34,0.67,N,5,0
62,77147,RENT,4.5,PERSONAL,C,18379,9.68,0.66,N,12,0
43,113099,OTHER,3.8,DEBTCONSOLIDATION,B,24862,19.55,0.58,N,29,0
23,51486,OTHER,0.2,EDUCATION,B,14816,8.94,0.45,N,20,0
47,80557,RENT,8.2,MEDICAL,B,28144,9.84,0.46,N,15,0
34,49268,RENT,2.2,EDUCATION,A,11399,9.39,0.79,N,19,0
20,96335,MORTGAGE,3.3,DEBTCONSOLIDATION,B,25025,6.32,0.73,N,22,0
22,41336,OTHER,0.1,VENTURE,C,5878,8.85,0.54,N,3,0
33,18641,OTHER,,DEBTCONSOLIDATION,D,3077,12.05,0.39,N,28,0
57,102132,RENT,9.3,DEBTCONSOLIDATION,D,22190,12.62,0.61,N,10,1
20,47959,MORTGAGE,3.1,VENTURE,B,34503,10.91,0.05,N,11,0
57,28306,MORTGAGE,3.4,MEDICAL,D,16141,14.56,0.78,N,28,0
57,61182,RENT,4.9,MEDICAL,A,4159,12.13,0.45,N,26,0
40,89123,RENT,1.2,PERSONAL,B,12347,22.67,0.42,N,14,0
48,71326,OTHER,1.0,DEBTCONSOLIDATION,D,22252,19.77,0.24,N,20,0
24,111895,RENT,4.5,EDUCATION,C,16940,21.97,0.0,N,5,0
29,36498,OWN,0.4,PERSONAL,B,10584,15.32,0.05,Y,29,1
47,85198,MORTGAGE,2.4,MEDICAL,C,7972,,0.22,N,17,1
40,117630,RENT,2.7,MEDICAL,E,19453,8.37,0.45,N,13,0
26,42197,OWN,1.9,HOMEIMPROVEMENT,C,20964,18.8,0.07,N,26,0
22,35719,MORTGAGE,0.8,PERSONAL,D,23261,9.6,0.81,Y,17,0
64,105201,OWN,1.8,MEDICAL,G,18832,8.0,0.34,N,18,0
39,40032,OWN,1.6,VENTURE,D,17106,6.15,0.26,N,17,0
38,74624,RENT,2.8,HOMEIMPROVEMENT,C,29498,13.81,0.44,Y,8,0
54,93177,MORTGAGE,4.5,EDUCATION,A,14037,10.5,0.05,N,3,0
23,56964,OWN,13.8,HOMEIMPROVEMENT,B,9527,22.96,0.71,N,10,0
24,45028,OTHER,0.6,DEBTCONSOLIDATION,C,3036,9.85,0.38,Y,28,1
20,69646,MORTGAGE,8.3,DEBTCONSOLIDATION,D,3025,20.82,0.15,N,13,0
23,96187,OTHER,1.3,EDUCATION,B,9676,11.03,0.13,Y,14,0
31,23536,RENT,3.6,VENTURE,F,18241,18.73,0.3,N,15,0
46,71747,OTHER,3.2,EDUCATION,B,5387,17.15,0.48,N,13,0
61,60712,MORTGAGE,3.3,PERSONAL,D,24606,15.4,0.35,N,4,0
42,21273,OWN,5.1,EDUCATION,B,15347,12.82,0.5,N,23,0
44,86820,OWN,1.9,EDUCATION,B,11752,17.35,0.59,N,22,0
40,106228,MORTGAGE,1.5,HOMEIMPROVEMENT,D,4977,12.65,0.62,N,17,0
43,89353,OWN,7.7,VENTURE,B,18255,15.16,0.33,N,19,0
44,109491,OTHER,1.0,EDUCATION,A,20108,15.9,0.6,Y,26,0
64,107091,OWN,0.8,PERSONAL,C,16595,10.16,0.12,Y,4,0
51,100914,OWN,0.1,HOMEIMPROVEMENT,C,6604,11.45,0.43,Y,23,0
51,65830,OTHER,0.9,VENTURE,D,34410,5.72,0.06,N,10,0
24,32127,OTHER,2.9,VENTURE,F,21193,20.57,0.2,N,16,0
55,98488,OTHER,3.1,MEDICAL,A,29903,18.86,0.48,N,9,0
61,26539,RENT,1.2,DEBTCONSOLIDATION,C,13226,8.67,0.61,N,11,0
61,61761,OTHER,0.3,PERSONAL,C,7398,11.84,0.08,N,22,1
58,61219,OTHER,5.5,DEBTCONSOLIDATION,G,18472,12.9,0.17,Y,23,1
35,29692,RENT,5.7,HOMEIMPROVEMENT,F,13182,11.35,0.82,N,4,0
52,98656,OWN,24.5,HOMEIMPROVEMENT,D,4842,19.61,0.28,Y,6,0
40,28334,OTHER,,PERSONAL,C,3862,18.31,0.24,Y,7,1
28,43615,MORTGAGE,10.4,VENTURE,A,15083,19.06,0.07,N,15,1
25,22903,OTHER,6.4,EDUCATION,B,34904,21.49,0.58,N,20,0
64,43527,OTHER,3.8,PERSONAL,C,11604,15.99,0.42,N,27,0
54,30629,RENT,0.6,HOMEIMPROVEMENT,D,26548,16.34,0.13,Y,19,0
58,73008,MORTGAGE,3.9,DEBTCONSOLIDATION,C,18128,,0.53,N,27,0
41,98276,OWN,0.2,PERSONAL,D,12429,17.53,0.44,Y,26,0
60,114318,OWN,8.7,VENTURE,B,27174,20.88,0.47,N,8,0
24,41708,MORTGAGE,2.6,MEDICAL,D,13768,19.11,0.83,N,5,0
